GPS_Time,Device_Time,Longitude,Latitude,GPS_Speed_(Meters/second),Horizontal_Dilution_of_Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),0-100kph_Time(s),0-100mph_Time(s),0-200kph_Time(s),0-30mph_Time(s),0-60mph_Time(s),1/4_mile_time(s),1/8_mile_time(s),100-0kph_Time(s),100-200kph_Time(s),40-60mph_Time(s),60-0mph_Time(s),60-120mph_Time(s),60-130mph_Time(s),60-80mph_Time(s),80-100mph_Time(s),80-120kph_Time(s),Absolute_Throttle_Position_B(%),Acceleration_Sensor(Total)(g),Acceleration_Sensor(X_axis)(g),Acceleration_Sensor(Y_axis)(g),Acceleration_Sensor(Z_axis)(g),Accelerator_PedalPosition_D(%),Accelerator_PedalPosition_E(%),Actual_engine_%_torque(%),Air_Fuel_Ratio(Commanded)(:1),Air_Fuel_Ratio(Measured)(:1),Ambient_air_temp(°C),Android_device_Battery_Level(%),Barometer_(on_Android_device)(mb),Barometric_pressure_(from_vehicle)(psi),Commanded_Equivalence_Ratio(lambda),Cost_per_mile/km_(Instant)(R$/km),Cost_per_mile/km_(Trip)(R$/km),CO2_in_g/km_(Average)(g/km),CO2_in_g/km_(Instantaneous)(g/km),Distance_to_empty_(Estimated)(km),Distance_travelled_since_codes_cleared(km),Distance_travelled_with_MIL/CEL_lit(km),DPF_Bank_1_Delta_Pressure(psi),Drivers_demand_engine_%_torque(%),EGR_Commanded(%),EGR _Error(%),Engine_kW_(At_the_wheels)(kW),Engine_Load(%),Engine_Load(Absolute)(%),Engine_reference_torque(Nm),Engine_RPM(rpm),Ethanol_Fuel_%(%),Evap_System_Vapour_Pressure(Pa),Exhaust_Pressure_Bank_1(psi),Fuel_cost_(trip)(cost),Fuel_flow_rate/hour(l/hr),Fuel_flow_rate/minute(cc/min),Fuel_Level_(From_Engine_ECU)(%),Fuel_pressure(psi),Fuel_Rail_Pressure(psi),Fuel_Rail_Pressure_(relative_to_manifold_vacuum)(psi),Fuel_Rate_(direct_from_ECU)(L/m),Fuel_Remaining_(Calculated_from_vehicle_profile)(%),Fuel_Trim_Bank_1_Long_Term(%),Fuel_Trim_Bank_1_Short_Term(%),Fuel_used_(trip)(l),GPS_Accuracy(m),GPS_Altitude(m),GPS_Bearing,GPS_Latitude,GPS_Longitude,GPS_vs_OBD_Speed_Difference(km/h),Horsepower_(At_The_Wheels)(hp),Hybrid_Battery_Charge_(%),Intake_Manifold_Pressure(psi),Kilometers_Per_Litre(Instant)(kpl),Kilometers_Per_Litre(Long_Term_Average)(kpl),Litres_Per_100_Kilometer(Instant)(l/100km),Litres_Per_100_Kilometer(Long_Term_Average)(l/100km),Mass_Air_Flow_Rate(g/s),Miles_Per_Gallon(Instant)(mpg),Miles_Per_Gallon(Long_Term_Average)(mpg),Percentage_of_City_driving(%),Percentage_of_Highway_driving(%),Percentage_of_Idle_driving(%),Relative_Accelerator_Pedal_Position(%),Relative_Throttle_Position(%),Run_Time_Since_Engine_Start(s),Speed_(GPS)(km/h),Speed_(OBD)(km/h),Throttle_Position(Manifold)(%),Torque(Nm),Trip_Average_KPL(kpl),Trip_Average_Litres/100_KM(l/100km),Trip_Average_MPG(mpg),Trip_Distance(km),Trip_Distance_(Stored_In_Vehicle_Profile)(km),Trip_Time(Since_Journey_Start)(s),Trip_Time(Whilst_Moving)(s),Trip_Time(Whilst_Stationary)(s),Turbo_Boost_And_Vacuum_Gauge(psi),Voltage(Control_Module)(V),Voltage(OBD_Adapter)(V),Volumetric_Efficiency(Calculated)(%),id,scenario,driver,vehicle,hour,heremaps_speed,heremaps_speeduncapped,heremaps_freeflow,heremaps_jamfactor
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,457994838",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.83,-3.97,8.87,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.66,-,-,-,∞,1.45,303.01,-,238.46,-,-,-,-,-,-,-,-,828.25,-,-,2.39,1.3,21.58,-,-,-,-,-,37.16,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,62.86,0,37.14,-,-,-257,25.98,0,4.71,-,9.59,10.42,27.1,2.65,256.99,457.7,310.03,132.9,-9.62,-,13.6,-61,2,1,1,1,10:59:30,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4580064352",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.91,8.96,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.39,0.79,-,-,-,-,-,-,52,20.99,11.61,-,-,-,∞,1.45,303.01,-,238.46,-,-,-,-,-,-,-,-,828.25,-,-,2.39,1.3,21.58,-,-,-,-,-,37.16,-18.75,5.47,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,62.72,0,37.28,-,-,-257,25.98,0,4.71,-,9.59,10.42,27.1,2.65,256.99,458.65,310.03,133.86,-9.62,-,13.5,-61,2,1,1,1,10:59:31,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4580179977",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.72,-3.89,8.84,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.61,-,-,-,∞,1.45,303.01,-,238.46,-,-,-,-,-,-,-,-,828.25,-,-,2.39,1.3,21.58,-,-,-,-,-,37.16,-18.75,5.47,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,62.57,0,37.43,-,-,-257,25.98,0,4.71,-,9.59,10.42,27.1,2.65,256.99,459.68,310.03,134.89,-9.62,-,13.5,-61,2,1,1,1,10:59:32,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4580295718",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.72,-3.88,8.93,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.39,0.8,-,-,-,-,-,-,52,20.99,11.56,-,-,-,∞,1.45,303.01,-,238.44,-,-,-,-,-,-,-,-,821.5,-,-,2.39,1.31,21.85,-,-,-,-,-,37.16,-18.75,0,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,62.44,0,37.56,-,-,-257,25.98,0,4.71,-,9.59,10.43,27.09,2.65,256.99,460.67,310.03,135.87,-9.62,-,13.5,-61,2,1,1,1,10:59:33,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,458041169",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.71,-4.03,8.72,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.07,-0.39,0.78,-,-,-,-,-,-,52,20.99,11.56,-,-,-,∞,1.45,303.01,-,238.44,-,-,-,-,-,-,-,-,821.5,-,-,2.39,1.31,21.85,-,-,-,-,-,37.16,-18.75,0,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,62.32,0,37.68,-,-,-257,25.98,0,4.71,-,9.59,10.43,27.09,2.65,256.99,461.48,310.03,136.68,-9.62,-,13.5,-61,2,1,1,1,10:59:34,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4580527315",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.9,8.91,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.39,0.81,-,-,-,-,-,-,52,20.99,11.51,-,-,-,∞,1.45,303.01,-,238.43,-,-,-,-,-,-,-,-,815.25,-,-,2.4,1.3,21.67,-,-,-,-,-,37.16,-18.75,0,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,62.15,0,37.85,-,-,-257,25.98,0,4.71,-,9.59,10.43,27.08,2.65,256.99,462.74,310.03,137.94,-9.62,-,13.5,-61,2,1,1,1,10:59:35,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,458064294",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.72,-3.9,8.82,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.51,-,-,-,∞,1.45,303.01,-,238.43,-,-,-,-,-,-,-,-,815.25,-,-,2.4,1.3,21.67,-,-,-,-,-,37.16,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,62.04,0,37.96,-,-,-257,25.98,0,4.71,-,9.59,10.43,27.08,2.65,256.99,463.5,310.03,138.71,-9.62,-,13.6,-61,2,1,1,1,10:59:36,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4580758681",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.71,-3.89,8.75,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.39,0.81,-,-,-,-,-,-,52,20.99,11.51,-,-,-,∞,1.46,303.01,-,238.42,-,-,-,-,-,-,-,-,815.25,-,-,2.4,1.33,22.12,-,-,-,-,-,37.16,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.22,0,12.83,-,7.79,-,0,36.25,61.87,0,38.13,-,-,-257,25.98,0,4.71,-,9.59,10.43,27.08,2.65,256.99,464.77,310.03,139.97,-9.48,-,13.6,-61,2,1,1,1,10:59:37,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4580874306",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.76,-3.94,8.92,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.46,-,-,-,∞,1.46,303.01,-,238.42,-,-,-,-,-,-,-,-,815,-,-,2.4,1.33,22.12,-,-,-,-,-,37.16,-18.75,6.25,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.22,0,12.83,-,7.79,-,0,36.25,61.76,0,38.24,-,-,-257,25.98,0,4.71,-,9.59,10.43,27.08,2.65,256.99,465.55,310.03,140.76,-9.48,-,13.6,-61,2,1,1,1,10:59:38,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4580990278",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.79,-3.9,8.88,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,-0.39,0.81,-,-,-,-,-,-,52,20.99,11.46,-,-,-,∞,1.46,303.01,-,238.42,-,-,-,-,-,-,-,-,815,-,-,2.4,1.33,22.12,-,-,-,-,-,37.16,-18.75,6.25,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.22,0,12.83,-,7.79,-,0,36.25,61.65,0,38.35,-,-,-257,25.98,0,4.71,-,9.59,10.43,27.08,2.65,256.99,466.36,310.03,141.56,-9.48,-,13.5,-61,2,1,1,1,10:59:39,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581105787",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.72,-3.98,8.75,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.81,-,-,-,-,-,-,52,20.99,11.41,-,-,-,∞,1.46,303.01,-,238.41,-,-,-,-,-,-,-,-,826.75,-,-,2.41,1.29,21.5,-,-,-,-,-,37.15,-18.75,0,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,61.45,0,38.55,-,-,-257,25.98,0,4.71,-,9.58,10.44,27.07,2.65,256.99,467.79,310.03,143,-9.62,-,13.5,-61,2,1,1,1,10:59:40,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581221644",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.8,-4,8.79,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.39,0.8,-,-,-,-,-,-,52,20.99,11.41,-,-,-,∞,1.46,303.01,-,238.41,-,-,-,-,-,-,-,-,826.75,-,-,2.41,1.29,21.5,-,-,-,-,-,37.15,-18.75,0,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,61.32,0,38.68,-,-,-257,25.98,0,4.71,-,9.58,10.44,27.07,2.65,256.99,468.76,310.03,143.97,-9.62,-,13.5,-61,2,1,1,1,10:59:41,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581337153",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.8,-3.97,8.91,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.41,-,-,-,∞,1.47,303.01,-,238.4,-,-,-,-,-,-,-,-,826,-,-,2.42,1.31,21.81,-,-,-,-,-,37.15,-18.75,0,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,61.18,0,38.82,-,-,-257,25.98,0,4.71,-,9.58,10.44,27.06,2.65,256.99,469.8,310.03,145.01,-9.62,-,13.5,-61,2,1,1,1,10:59:42,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581453241",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.74,-3.96,8.73,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.36,-,-,-,∞,1.47,303.01,-,238.4,-,-,-,-,-,-,-,-,826,-,-,2.42,1.31,21.81,-,-,-,-,-,37.15,-18.75,-8.59,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,61.05,0,38.95,-,-,-257,25.98,0,5.1,-,9.58,10.44,27.06,2.65,256.99,470.79,310.03,145.99,-9.62,-,13.5,-61,2,1,1,1,10:59:43,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581568866",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.75,-4,8.73,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.81,-,-,-,-,-,-,52,20.99,11.36,-,-,-,∞,1.47,303.01,-,238.4,-,-,-,-,-,-,-,-,826,-,-,2.42,1.31,21.81,-,-,-,-,-,37.15,-18.75,-8.59,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,60.91,0,39.09,-,-,-257,25.98,0,5.1,-,9.58,10.44,27.06,2.65,256.99,471.83,310.03,147.04,-9.62,-,13.5,-61,2,1,1,1,10:59:44,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581684722",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.69,-3.94,8.71,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.31,-,-,-,∞,1.47,303.01,-,238.38,-,-,-,-,-,-,-,-,829.25,-,-,2.42,1.34,22.41,-,-,-,-,-,37.15,-18.75,-2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.22,0,12.83,-,7.79,-,0,36.25,60.79,0,39.21,-,-,-257,25.98,0,5.1,-,9.58,10.44,27.06,2.65,256.99,472.75,310.03,147.95,-9.48,-,13.5,-61,2,1,1,1,10:59:45,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581800231",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.71,-3.9,8.79,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.31,-,-,-,∞,1.47,303.01,-,238.38,-,-,-,-,-,-,-,-,829.25,-,-,2.42,1.34,22.41,-,-,-,-,-,37.15,-18.75,-2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.22,0,12.83,-,7.79,-,0,36.25,60.69,0,39.31,-,-,-257,25.98,0,4.71,-,9.58,10.44,27.06,2.65,256.99,473.53,310.03,148.74,-9.48,-,13.5,-61,2,1,1,1,10:59:46,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4581916088",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.72,-3.9,8.75,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.26,-,-,-,∞,1.47,303.01,-,238.37,-,-,-,-,-,-,-,-,817,-,-,2.43,1.35,22.5,-,-,-,-,-,37.15,-18.75,-2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.22,0,12.83,-,7.79,-,0,36.25,60.52,0,39.48,-,-,-257,25.98,0,4.71,-,9.58,10.44,27.05,2.65,256.99,474.76,310.03,149.96,-9.48,-,13.5,-61,2,1,1,1,10:59:47,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4582031945",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.8,-3.93,8.95,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.26,-,-,-,∞,1.47,303.01,-,238.37,-,-,-,-,-,-,-,-,817,-,-,2.43,1.35,22.5,-,-,-,-,-,37.15,-18.75,-1.56,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.22,0,12.83,-,7.79,-,0,36.25,60.42,0,39.58,-,-,-257,25.98,0,4.71,-,9.58,10.44,27.05,2.65,256.99,475.52,310.03,150.73,-9.48,-,13.5,-61,2,1,1,1,10:59:48,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4582147454",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.71,-3.9,8.78,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.26,-,-,-,∞,1.48,303.01,-,238.36,-,-,-,-,-,-,-,-,817,-,-,2.44,1.29,21.55,-,-,-,-,-,37.15,-18.75,-1.56,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,60.26,0,39.74,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.04,2.65,256.99,476.79,310.03,151.99,-9.62,-,13.5,-61,2,1,1,1,10:59:49,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,458226331",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.75,-3.96,8.82,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.22,-,-,-,∞,1.48,303.01,-,238.36,-,-,-,-,-,-,-,-,820.25,-,-,2.44,1.29,21.55,-,-,-,-,-,37.15,-18.75,-0.78,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,60.16,0,39.84,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.04,2.65,256.99,477.55,310.03,152.76,-9.62,-,13.5,-61,2,1,1,1,10:59:50,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4582379051",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.7,-3.91,8.74,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.07,-0.39,0.79,-,-,-,-,-,-,52,20.99,11.22,-,-,-,∞,1.48,303.01,-,238.36,-,-,-,-,-,-,-,-,820.25,-,-,2.44,1.29,21.55,-,-,-,-,-,37.15,-18.75,-0.78,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,60.05,0,39.95,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.04,2.65,256.99,478.36,310.03,153.57,-9.62,-,13.6,-61,2,1,1,1,10:59:51,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4582494907",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.76,-3.92,8.87,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.17,-,-,-,∞,1.48,303.01,-,238.35,-,-,-,-,-,-,-,-,807.5,-,-,2.44,1.3,21.64,-,-,-,-,-,37.15,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,59.87,0,40.13,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.04,2.65,256.99,479.82,310.03,155.02,-9.62,-,13.6,-61,2,1,1,1,10:59:52,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4582610648",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.79,-4,8.85,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.08,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.17,-,-,-,∞,1.48,303.01,-,238.35,-,-,-,-,-,-,-,-,807.5,-,-,2.44,1.3,21.64,-,-,-,-,-,37.15,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,59.74,0,40.26,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.04,2.65,256.99,480.78,310.03,155.99,-9.62,-,13.6,-61,2,1,1,1,10:59:53,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4582726389",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.77,-3.89,8.85,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.17,-,-,-,∞,1.48,303.01,-,238.34,-,-,-,-,-,-,-,-,815.25,-,-,2.45,1.27,21.23,-,-,-,-,-,37.14,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,59.61,0,40.39,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.03,2.65,256.99,481.85,310.03,157.05,-9.62,-,13.6,-61,2,1,1,1,10:59:54,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4582841898",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.72,-3.88,8.81,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,-0.39,0.8,-,-,-,-,-,-,52,20.99,11.12,-,-,-,∞,1.48,303.01,-,238.34,-,-,-,-,-,-,-,-,815.25,-,-,2.45,1.27,21.23,-,-,-,-,-,37.14,-18.75,1.56,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,59.49,0,40.51,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.03,2.65,256.99,482.79,310.03,157.99,-9.62,-,13.6,-61,2,1,1,1,10:59:55,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,458295787",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.7,-3.94,8.73,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.39,0.79,-,-,-,-,-,-,52,20.99,11.12,-,-,-,∞,1.48,303.01,-,238.34,-,-,-,-,-,-,-,-,815.25,-,-,2.45,1.27,21.23,-,-,-,-,-,37.14,-18.75,1.56,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,59.35,0,40.65,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.03,2.65,256.99,483.84,310.03,159.04,-9.62,-,13.5,-61,2,1,1,1,10:59:56,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,458307338",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.76,-4.02,8.75,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,-0.39,0.8,-,-,-,-,-,-,52,20.99,11.08,-,-,-,∞,1.49,303.01,-,238.33,-,-,-,-,-,-,-,-,818.25,-,-,2.45,1.29,21.44,-,-,-,-,-,37.14,-18.75,0.78,-,0.35,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,59.23,0,40.77,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.02,2.65,256.99,484.82,310.03,160.02,-9.62,-,13.5,-61,2,1,1,1,10:59:57,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4583189352",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.95,8.92,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.07,-0.39,0.78,-,-,-,-,-,-,52,20.99,11.08,-,-,-,∞,1.49,303.01,-,238.33,-,-,-,-,-,-,-,-,818.25,-,-,2.45,1.29,21.44,-,-,-,-,-,37.14,-18.75,0.78,-,0.35,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,59.13,0,40.87,-,-,-257,25.98,0,4.71,-,9.57,10.45,27.02,2.65,256.99,485.6,310.03,160.8,-9.62,-,13.6,-61,2,1,1,1,10:59:58,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4583304861",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.93,8.85,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.03,-,-,-,∞,1.49,303.01,-,238.31,-,-,-,-,-,-,-,-,817.5,-,-,2.46,1.29,21.52,-,-,-,-,-,37.14,-18.75,0.78,-,0.35,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,58.97,0,41.03,-,-,-257,25.98,0,4.71,-,9.56,10.46,27.02,2.65,256.99,486.86,310.03,162.06,-9.62,-,13.6,-61,2,1,1,1,10:59:59,,,,
